Passengerid,Age,Fare,sibsp,Parch,Pclass,Embarked,2urvived,Sex_male
1154,29.0,23.0,0,2,2,2.0,0,True
1155,1.0,121.833,1,1,3,2.0,0,True
1156,30.0,127.375,0,0,2,0.0,0,False
1157,28.0,78.958,0,0,3,2.0,0,False
1158,28.0,0.0,0,0,1,2.0,0,False
1159,28.0,7.55,0,0,3,2.0,0,False
1160,28.0,8.05,0,0,3,2.0,0,True
1161,17.0,86.625,0,0,3,2.0,0,False
1162,46.0,752.417,0,0,1,0.0,0,False
1163,28.0,7.75,0,0,3,1.0,0,False
1164,26.0,1367.792,1,0,1,0.0,0,True
1165,28.0,15.5,1,0,3,1.0,0,True
1166,28.0,7.225,0,0,3,0.0,0,False
1167,20.0,26.0,1,0,2,2.0,0,True
1168,28.0,10.5,0,0,2,2.0,0,False
1169,40.0,26.0,1,0,2,2.0,0,False
1170,30.0,21.0,1,0,2,2.0,0,False
1171,22.0,10.5,0,0,2,2.0,0,False
1172,23.0,86.625,0,0,3,2.0,0,True
1173,0.75,13.775,1,1,3,2.0,0,False
1174,28.0,7.75,0,0,3,1.0,0,True
1175,9.0,152.458,1,1,3,0.0,0,True
1176,2.0,202.125,1,1,3,2.0,0,True
1177,36.0,7.25,0,0,3,2.0,0,False
1178,28.0,7.25,0,0,3,2.0,0,False
1179,24.0,822.667,1,0,1,2.0,0,False
1180,28.0,72.292,0,0,3,0.0,0,False
1181,28.0,8.05,0,0,3,2.0,0,False
1182,28.0,39.6,0,0,1,2.0,0,False
1183,30.0,6.95,0,0,3,1.0,0,True
1184,28.0,72.292,0,0,3,0.0,0,False
1185,53.0,818.583,1,1,1,2.0,0,False
1186,36.0,9.5,0,0,3,2.0,0,False
1187,26.0,78.958,0,0,3,2.0,0,False
1188,1.0,415.792,1,2,2,0.0,0,True
1189,28.0,216.792,2,0,3,0.0,0,False
1190,30.0,45.5,0,0,1,2.0,0,False
1191,29.0,78.542,0,0,3,2.0,0,False
1192,32.0,7.775,0,0,3,2.0,0,False
1193,28.0,150.458,0,0,2,0.0,0,False
1194,43.0,21.0,0,1,2,2.0,0,False
1195,24.0,86.625,0,0,3,2.0,0,False
1196,28.0,7.75,0,0,3,1.0,0,True
1197,64.0,26.55,1,1,1,2.0,0,True
1198,30.0,151.55,1,2,1,2.0,0,False
1199,0.83,9.35,0,1,3,2.0,0,False
1200,55.0,93.5,1,1,1,2.0,0,False
1201,45.0,141.083,1,0,3,2.0,0,True
1202,18.0,86.625,0,0,3,2.0,0,False
1203,22.0,7.225,0,0,3,0.0,0,False
1204,28.0,7.575,0,0,3,2.0,0,False
1205,37.0,7.75,0,0,3,1.0,0,True
1206,55.0,1356.333,0,0,1,0.0,0,True
1207,17.0,77.333,0,0,3,1.0,0,True
1208,57.0,1465.208,1,0,1,0.0,0,False
1209,19.0,10.5,0,0,2,2.0,0,False
1210,27.0,78.542,0,0,3,2.0,0,False
1211,22.0,31.5,2,0,2,2.0,0,False
1212,26.0,7.775,0,0,3,2.0,0,False
1213,25.0,72.292,0,0,3,0.0,0,False
1214,26.0,13.0,0,0,2,2.0,0,False
1215,33.0,26.55,0,0,1,2.0,0,False
1216,39.0,2113.375,0,0,1,2.0,0,True
1217,23.0,7.05,0,0,3,2.0,0,False
1218,12.0,39.0,2,1,2,2.0,0,True
1219,46.0,79.2,0,0,1,0.0,0,False
1220,29.0,26.0,1,0,2,2.0,0,False
1221,21.0,13.0,0,0,2,2.0,0,False
1222,48.0,36.75,0,2,2,2.0,0,True
1223,39.0,29.7,0,0,1,0.0,0,False
1224,28.0,7.225,0,0,3,0.0,0,False
1225,19.0,157.417,1,1,3,0.0,0,True
1226,27.0,78.958,0,0,3,2.0,0,False
1227,30.0,26.0,0,0,1,2.0,0,False
1228,32.0,13.0,0,0,2,2.0,0,False
1229,39.0,72.292,0,2,3,0.0,0,False
1230,25.0,31.5,0,0,2,2.0,0,False
1231,28.0,72.292,0,0,3,0.0,0,False
1232,18.0,10.5,0,0,2,2.0,0,False
1233,32.0,75.792,0,0,3,2.0,0,False
1234,28.0,69.55,1,9,3,2.0,0,False
1235,58.0,5123.292,0,1,1,0.0,0,True
1236,28.0,14.5,1,1,3,2.0,0,False
1237,16.0,7.65,0,0,3,2.0,0,True
1238,26.0,13.0,0,0,2,2.0,0,False
1239,38.0,72.292,0,0,3,0.0,0,True
1240,24.0,13.5,0,0,2,2.0,0,False
1241,31.0,21.0,0,0,2,2.0,0,True
1242,45.0,633.583,0,1,1,0.0,0,True
1243,25.0,10.5,0,0,2,2.0,0,False
1244,18.0,73.5,0,0,2,2.0,0,False
1245,49.0,65.0,1,2,2,2.0,0,False
1246,0.17,20.575,1,2,3,2.0,0,True
1247,50.0,26.0,0,0,1,2.0,0,False
1248,59.0,514.792,2,0,1,2.0,0,True
1249,28.0,78.792,0,0,3,2.0,0,False
1250,28.0,7.75,0,0,3,1.0,0,False
1251,30.0,15.55,1,0,3,2.0,0,True
1252,14.5,69.55,8,2,3,2.0,0,False
1253,24.0,370.042,1,1,2,0.0,0,True
1254,31.0,21.0,0,0,2,2.0,0,True
1255,27.0,86.625,0,0,3,2.0,0,False
1256,25.0,554.417,1,0,1,0.0,0,True
1257,28.0,69.55,1,9,3,2.0,0,True
1258,28.0,144.583,1,0,3,0.0,0,False
1259,22.0,396.875,0,0,3,2.0,0,True
1260,45.0,59.4,0,1,1,0.0,0,True
1261,29.0,138.583,0,0,2,0.0,0,False
1262,21.0,11.5,1,0,2,2.0,0,False
1263,31.0,134.5,0,0,1,0.0,0,True
1264,49.0,0.0,0,0,1,2.0,0,False
1265,44.0,13.0,0,0,2,2.0,0,False
1266,54.0,818.583,1,1,1,2.0,0,True
1267,45.0,262.375,0,0,1,0.0,0,True
1268,22.0,86.625,2,0,3,2.0,0,True
1269,21.0,11.5,0,0,2,2.0,0,False
1270,55.0,50.0,0,0,1,2.0,0,False
1271,5.0,313.875,4,2,3,2.0,0,False
1272,28.0,7.75,0,0,3,1.0,0,False
1273,26.0,78.792,0,0,3,1.0,0,False
1274,28.0,14.5,0,0,3,2.0,0,True
1275,19.0,16.1,1,0,3,2.0,0,True
1276,28.0,12.875,0,0,2,2.0,0,False
1277,24.0,65.0,1,2,2,2.0,0,True
1278,24.0,7.775,0,0,3,2.0,0,False
1279,57.0,13.0,0,0,2,2.0,0,False
1280,21.0,7.75,0,0,3,1.0,0,False
1281,6.0,21.075,3,1,3,2.0,0,False
1282,23.0,93.5,0,0,1,2.0,0,False
1283,51.0,39.4,0,1,1,2.0,0,True
1284,13.0,20.25,0,2,3,2.0,0,False
1285,47.0,10.5,0,0,2,2.0,0,False
1286,29.0,22.025,3,1,3,2.0,0,False
1287,18.0,60.0,1,0,1,2.0,0,True
1288,24.0,7.25,0,0,3,1.0,0,False
1289,48.0,79.2,1,1,1,0.0,0,True
1290,22.0,7.775,0,0,3,2.0,0,False
1291,31.0,77.333,0,0,3,1.0,0,False
1292,30.0,1648.667,0,0,1,2.0,0,True
1293,38.0,21.0,1,0,2,2.0,0,False
1294,22.0,59.4,0,1,1,0.0,0,True
1295,17.0,47.1,0,0,1,2.0,0,False
1296,43.0,277.208,1,0,1,0.0,0,False
1297,20.0,138.625,0,0,2,0.0,0,False
1298,23.0,10.5,1,0,2,2.0,0,False
1299,50.0,211.5,1,1,1,0.0,0,False
1300,28.0,77.208,0,0,3,1.0,0,True
1301,3.0,13.775,1,1,3,2.0,0,True
1302,28.0,7.75,0,0,3,1.0,0,True
1303,37.0,90.0,1,0,1,1.0,0,True
1304,28.0,7.775,0,0,3,2.0,0,True
1305,28.0,8.05,0,0,3,2.0,0,False
1306,39.0,108.9,0,0,1,0.0,0,True
1307,38.5,7.25,0,0,3,2.0,0,False
1308,28.0,8.05,0,0,3,2.0,0,False
1309,28.0,223.583,1,1,3,0.0,0,False
